geschlecht,alter,bundesland,beruf,konsumhaeufigkeit,situation_freunde_familie,situation_party,situation_zuhause_essen,situation_zuhause_entspannung,situation_oeffentliche_veranstaltungen,situation_gastro,situation_urlaub,involvement_interesse,involvement_rolle,involvement_spass,involvement_wichtigkeit,involvement_vorteilhaft,involvement_unverzichtbar,gesundheit_wichtig,umweltfreundlich_wichtig,neue_produkte_probie,bio_mehrpreis_bereit,tierfrei_wichtig,alkoholverzicht_wichtig,einfluss_geschmack,einfluss_geruch,einfluss_preis,einfluss_markenbekanntheit,einfluss_nachhaltigkeit,einfluss_herkunft,einfluss_verpackungsdesign,einfluss_verpackungsform,einfluss_aktionsangebote,einfluss_alkoholgehalt,einfluss_empfehlung,einfluss_verfuegbarkeit,praef_sorte_alkoholfrei,praef_sorte_weizen,praef_sorte_koelsch,praef_sorte_altbier,praef_sorte_pale_ale,praef_sorte_stout,praef_sorte_maerzen_export,praef_sorte_radler,praef_sorte_pils,praef_sorte_bock_schwarzrauchbier,praef_sorte_helles_lager,praef_sorte_craft_beer,praef_alkoholfrei_0,praef_alkoholfrei_0_5,praef_bier_alkohol,geschmack_rauchig,geschmack_hopfig,geschmack_suesslich_malzig,geschmack_fruchtig,geschmack_kraeuter,geschmack_gewuerze,geschmack_bitter,geschmack_saeuerlich,geschmack_zitrus,quality_score,rule_violations,violation_details,quality_summary
maennlich,1998,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,2,2,3,2,2,2,3,1,2,3,1,5,2,2,3,2,1,5,3,4,3,2,5,5,1,4,5,3,4,1,2,1,1,2,2,4,4,4,1,5,1,4,2,5,3,3,3,3,2,3,1,1,4,100,[],{},The data row meets all plausibility rules with no violations.
maennlich,2004,Baden-Württemberg,Studentin / Student,seltener als einmal pro Monat,2,3,1,2,3,3,3,3,2,3,2,4,3,4,3,2,3,2,2,5,5,3,3,2,3,2,2,2,1,3,2,1,1,3,5,3,1,3,3,4,5,2,1,2,4,5,2,3,1,3,2,2,3,2,1,80,"[""rule_001"", ""rule_003""]","{""rule_001"": ""The age is 2004, which indicates the individual is 19 years old, but the occupation 'Studentin / Student' is typically associated with younger individuals, thus it is flagged as a violation."", ""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich', as it should be 'Student' for a male.""}",The data row has inconsistencies regarding age and occupation as well as gender and occupation.
maennlich,2005,keine Angabe,Angestellte / Angestellter,mehrmals im Monat,2,2,2,2,3,3,3,4,2,3,2,1,1,4,3,3,3,4,1,5,4,3,3,3,2,2,2,1,4,3,3,4,4,1,1,1,2,2,5,3,2,1,1,2,2,4,2,4,2,5,1,2,2,2,4,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,2000,Baden-Württemberg,Studentin / Student,einmal pro Monat,2,3,1,1,3,2,3,5,3,3,5,3,4,4,3,2,1,1,3,5,3,5,1,1,1,2,3,4,1,2,3,3,5,2,5,2,1,5,5,4,4,1,1,2,2,4,2,5,1,5,4,3,1,3,3,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'.""}","The data quality is mostly good, with one violation related to gender and occupation consistency."
weiblich,2005,Bayern,Angestellte / Angestellter,mehrmals im Monat,2,3,1,1,3,2,2,5,1,5,2,2,4,5,3,4,1,2,1,5,3,4,3,3,5,4,3,3,3,4,5,2,1,1,1,1,1,4,3,3,2,5,1,2,1,3,4,1,3,5,2,2,3,2,3,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,1998,keine Angabe,Angestellte / Angestellter,mehrmals pro Woche,2,3,1,1,1,3,2,2,3,1,4,3,2,4,1,5,3,1,1,5,2,4,2,2,1,2,4,3,3,3,4,2,2,2,2,1,4,3,3,2,1,1,2,5,3,5,2,3,4,2,1,3,3,3,3,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,2000,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,3,3,1,3,3,1,4,5,5,2,3,5,5,1,3,3,1,2,4,2,3,3,3,2,1,2,3,4,5,2,4,3,1,2,4,1,2,1,3,2,5,3,2,1,5,2,3,1,3,3,4,2,2,3,80,"[""rule_003"", ""rule_006"", ""rule_007"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich' as it should be 'Student'."", ""rule_006"": ""The involvement in the role (5) is greater than the importance of the role (2), which is inconsistent."", ""rule_007"": ""The importance on health (5) is high, but the importance on alcohol avoidance (2) is low, indicating a violation."", ""rule_008"": ""There is a high preference for alcohol-free beer (4) and a high preference for alcoholic beer (5), which is inconsistent.""}","The data row contains multiple inconsistencies regarding gender, involvement, health importance, and beverage preferences."
unbekannt,2000,Baden-Württemberg,Angestellte / Angestellter,einmal pro Monat,2,3,2,1,1,2,2,1,1,3,5,1,5,3,3,4,5,1,1,4,2,4,3,2,3,3,3,3,2,3,2,4,3,1,2,1,5,2,1,4,1,5,1,1,3,1,3,5,1,3,2,4,4,1,1,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,2004,Baden-Württemberg,Schülerin / Schüler,mehrmals pro Woche,2,3,2,1,3,2,2,4,2,3,2,5,1,5,5,5,2,2,2,5,4,4,3,1,3,4,2,4,2,4,2,1,4,1,1,2,2,1,3,5,1,1,3,2,1,3,3,1,4,5,1,3,5,3,5,80,"[""rule_001""]","{""rule_001"": ""The occupation 'Sch\u00fclerin / Sch\u00fcler' is inconsistent with the age 2004, as this indicates the individual is 19 years old, which is older than typical school age.""}",The data row has one violation related to age and occupation consistency.
weiblich,2001,Baden-Württemberg,Schülerin / Schüler,mehrmals pro Woche,3,3,3,1,3,3,3,5,4,4,1,3,3,4,3,5,4,4,1,4,5,4,5,4,4,5,2,3,3,2,2,1,2,3,1,1,1,1,3,3,1,5,4,2,1,4,2,1,3,4,1,3,2,1,3,90,"[""rule_001""]","{""rule_001"": ""The age is 2001, which indicates the individual is 22 years old. However, the occupation 'Sch\u00fclerin / Sch\u00fcler' suggests that they should not be older than typical school age.""}","The data quality is mostly good, but there is a violation regarding age and occupation consistency."
maennlich,2002,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,3,3,1,2,3,3,2,1,2,4,3,2,4,2,1,3,4,1,1,5,4,4,1,3,3,2,2,4,4,4,4,1,3,1,1,2,1,1,3,2,3,4,4,3,2,3,2,1,2,3,1,1,2,3,3,100,[],{},The data row meets all plausibility rules with no violations.
maennlich,2002,Baden-Württemberg,in Ausbildung/im Freiwilligendienst,mehrmals pro Woche,3,3,2,1,1,3,1,2,2,4,3,1,5,3,3,4,5,1,1,2,4,3,3,3,4,3,3,4,1,5,1,4,3,1,1,5,1,1,5,1,2,1,1,3,3,5,2,2,4,3,2,3,1,3,3,100,[],{},The data row adheres to all plausibility rules.
unbekannt,2000,Bayern,Studentin / Student,mehrmals im Monat,2,3,1,2,1,2,2,2,2,4,2,1,1,5,5,5,4,2,1,5,4,4,3,5,3,2,1,4,4,5,2,3,1,1,4,2,3,3,4,5,1,3,3,3,1,5,2,5,2,4,2,1,3,2,5,80,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
maennlich,keine Angabe,Baden-Württemberg,Studentin / Student,einmal pro Monat,2,3,1,1,1,3,2,4,3,2,2,5,1,3,4,4,4,5,2,5,2,4,2,1,3,4,3,4,2,4,4,2,1,1,1,2,2,1,4,3,1,3,1,3,4,3,4,2,3,2,3,1,2,2,4,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,2007,Baden-Württemberg,Schülerin / Schüler,einmal pro Monat,3,3,1,1,2,2,2,1,1,3,3,2,1,2,1,1,3,2,2,5,2,4,5,1,2,5,2,3,4,3,1,1,3,3,1,3,1,5,1,2,3,5,1,1,1,5,1,3,4,4,3,2,2,2,3,90,"[""rule_001""]","{""rule_001"": ""The age is 2007, which indicates the individual is 16 years old. However, the occupation 'Sch\u00fclerin / Sch\u00fcler' is typically associated with individuals who are not older than typical school age, which is consistent in this case.""}","The data quality is mostly good, with one violation related to age and occupation consistency."
maennlich,1997,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,3,2,1,2,2,2,2,4,4,2,3,4,4,3,5,2,5,4,4,4,2,2,3,4,1,3,4,2,5,2,4,4,1,4,2,1,1,5,3,2,5,1,1,1,2,2,5,4,4,1,2,3,2,3,90,"[""rule_003"", ""rule_006""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich', as it should be 'Student'."", ""rule_006"": ""The involvement in the role (4) is greater than the importance of the role (2), which is inconsistent.""}","The data row has minor inconsistencies regarding gender and occupation, as well as involvement and importance."
maennlich,2003,Baden-Württemberg,Studentin / Student,mehrmals pro Woche,2,3,2,1,2,3,2,1,2,1,4,1,5,2,1,4,3,2,1,5,3,2,5,3,2,5,5,5,2,3,3,5,3,1,1,2,2,4,4,4,1,4,2,1,1,2,2,2,1,3,2,2,1,3,3,80,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich', as it should be 'Student' for a male.""}",The data row has one violation related to gender and occupation consistency.
maennlich,2000,Baden-Württemberg,Studentin / Student,mehrmals pro Woche,2,3,2,2,3,3,2,2,2,5,1,3,1,5,3,3,1,5,2,4,5,4,3,2,2,4,5,4,3,3,3,4,1,3,3,4,4,3,1,2,1,4,1,2,1,5,2,4,2,3,3,1,2,1,4,80,"[""rule_003"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich', which should be 'Student'."", ""rule_008"": ""There is a high preference for both alcohol-free beer (4) and alcoholic beer (5), which is inconsistent.""}",The data row contains inconsistencies in gender and occupation as well as conflicting preferences for alcoholic and alcohol-free beers.
maennlich,2001,Baden-Württemberg,Angestellte / Angestellter,mehrmals pro Woche,2,3,1,1,3,2,1,3,2,5,2,3,1,2,4,4,2,1,1,5,2,1,1,3,3,4,1,4,2,4,1,1,4,1,1,1,2,1,4,3,3,2,1,2,1,5,2,3,3,3,2,3,4,2,5,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,keine Angabe,Baden-Württemberg,Studentin / Student,einmal pro Monat,2,3,2,1,3,3,2,2,2,3,1,2,4,2,5,5,2,1,1,5,3,4,2,2,2,2,3,4,2,2,3,4,5,1,2,2,1,2,4,3,1,5,1,3,2,4,3,3,4,2,3,2,1,2,3,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,2003,Baden-Württemberg,keine Angabe,mehrmals im Monat,2,3,2,3,3,2,3,2,3,4,2,1,3,4,1,4,2,4,1,5,2,4,2,2,3,4,2,4,2,3,3,2,3,2,3,2,2,5,2,1,2,5,2,1,2,4,2,2,1,5,2,3,1,3,2,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,2007,Baden-Württemberg,Studentin / Student,mehrmals pro Woche,2,3,2,2,3,2,1,4,5,1,2,4,3,4,1,3,2,3,1,5,4,2,3,3,3,4,2,4,4,2,4,2,5,2,1,1,1,4,3,3,2,4,2,1,2,5,1,2,4,5,1,2,1,2,5,80,"[""rule_001"", ""rule_006"", ""rule_008""]","{""rule_001"": ""The age is 2007, which indicates the individual is under the typical school age, but the occupation is 'Studentin / Student'."", ""rule_006"": ""The involvement in the role (5) is greater than the importance of the role (2), which is inconsistent."", ""rule_008"": ""There is a high preference for alcoholic beer (5) while having a low preference for alcohol-free beer (2), which is inconsistent.""}","The data row has multiple inconsistencies regarding age and occupation, involvement and importance, and preferences for alcoholic and alcohol-free beers."
maennlich,1995,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,2,2,3,3,2,2,1,4,1,5,2,4,4,4,2,2,4,5,3,4,4,2,3,2,4,5,2,3,4,1,1,2,3,1,3,1,4,3,1,5,1,2,3,5,2,3,4,4,2,3,1,3,3,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,2002,Baden-Württemberg,Studentin / Student,mehrmals im Monat,3,3,1,1,3,3,3,4,3,3,4,1,4,4,2,3,4,2,3,3,3,5,2,2,3,2,2,2,3,3,5,1,1,5,1,1,1,3,4,3,1,4,1,2,1,4,2,2,3,1,2,3,2,2,3,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich', as it should correspond to 'Student'.""}",The data row has one violation related to gender and occupation consistency.
weiblich,2008,keine Angabe,keine Angabe,mehrmals im Monat,2,3,3,2,2,2,2,2,1,3,2,3,3,4,3,2,1,4,1,5,5,5,3,1,3,2,2,3,5,5,5,1,4,3,3,1,1,1,3,3,2,4,2,2,3,5,1,4,1,2,1,1,2,2,3,90,"[""rule_001"", ""rule_007"", ""rule_008""]","{""rule_001"": ""The age is 2008, which indicates the person is 15 years old, but the occupation is 'keine Angabe', which does not violate the rule directly. However, if the occupation were 'Sch\u00fclerin / Sch\u00fcler', it would be a violation."", ""rule_007"": ""The importance of health is rated 4, but the importance of alcohol avoidance is rated 1, which violates the correlation expected."", ""rule_008"": ""The preference for alcoholic beer is rated 5, while the preference for alcohol-free beer is rated 1, which does not directly violate the rule, but indicates inconsistency in preferences.""}","The data quality is generally good, with a few inconsistencies in health and alcohol preferences."
maennlich,2007,Baden-Württemberg,Schülerin / Schüler,einmal pro Monat,2,1,1,3,3,3,1,5,5,3,4,1,5,5,2,5,3,2,4,4,4,5,3,4,2,4,4,5,3,2,3,4,1,1,1,1,1,2,5,2,4,2,1,2,3,5,2,4,4,3,1,1,2,2,5,90,"[""rule_001""]","{""rule_001"": ""The age is 2007, which indicates the individual is currently 16 years old. This is consistent with the occupation 'Sch\u00fclerin / Sch\u00fcler', so this rule is not violated.""}","The data quality is mostly good, with one violation related to age and occupation consistency."
weiblich,2000,Baden-Württemberg,Angestellte / Angestellter,täglich,3,3,2,3,2,3,2,4,3,3,2,1,1,5,1,5,3,2,3,5,4,4,2,1,3,3,3,2,3,3,4,1,1,1,1,1,1,5,3,3,2,4,3,2,2,5,2,2,5,4,2,3,2,2,2,100,[],{},The data row meets all plausibility rules without any violations.
unbekannt,2007,Baden-Württemberg,Studentin / Student,einmal pro Monat,2,3,1,2,3,3,2,1,1,2,3,3,1,2,3,4,2,1,3,5,4,3,3,3,2,4,1,5,2,3,2,3,4,3,1,2,3,4,5,3,1,5,1,1,3,5,2,4,1,2,3,5,3,1,4,80,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
maennlich,keine Angabe,Baden-Württemberg,Angestellte / Angestellter,mehrmals pro Woche,2,3,1,2,1,3,3,2,2,3,1,3,4,4,3,2,3,3,1,5,4,4,5,1,2,2,2,3,3,3,4,2,2,1,2,1,2,4,2,4,3,5,1,2,2,1,1,1,2,4,2,2,4,3,3,100,[],{},The data row meets all plausibility rules with no violations.
weiblich,2006,Baden-Württemberg,Studentin / Student,mehrmals pro Woche,3,3,2,1,1,3,2,2,2,4,1,1,1,4,1,4,5,4,2,5,4,4,2,5,5,4,1,5,2,3,4,2,3,1,1,3,3,1,2,4,2,5,2,4,5,5,5,2,4,3,3,5,5,2,2,80,"[""rule_001"", ""rule_003""]","{""rule_001"": ""The age is 2006, which indicates the individual is under the typical school age, but the occupation is 'Studentin / Student', which is inconsistent."", ""rule_003"": ""The occupation is 'Studentin / Student', but the gender is 'weiblich', which is consistent. However, the rule checks for 'unbekannt' gender, which is not applicable here, so this rule is not violated.""}",The data quality is mostly acceptable with some inconsistencies in age and occupation.
maennlich,1999,Baden-Württemberg,Schülerin / Schüler,seltener als einmal pro Monat,3,3,1,2,3,2,2,4,2,3,1,3,3,5,3,2,1,1,3,4,2,5,2,2,5,3,3,2,1,3,3,2,3,4,2,3,2,3,1,4,3,5,1,2,4,5,1,3,3,3,1,2,2,2,3,90,"[""rule_001"", ""rule_002""]","{""rule_001"": ""The occupation 'Sch\u00fclerin / Sch\u00fcler' is inconsistent with the age 1999, as this indicates the individual is older than typical school age."", ""rule_002"": ""The age format is valid as it is a year, but it should be checked against the occupation for logical consistency.""}","The data row has inconsistencies between age and occupation, leading to potential quality issues."
weiblich,2003,Baden-Württemberg,Beamtin / Beamter,einmal pro Monat,2,2,2,1,3,3,1,5,2,5,1,2,4,5,1,4,3,2,4,4,3,4,4,2,1,2,5,3,1,3,3,1,1,2,1,2,1,1,5,1,1,3,3,2,3,5,1,3,3,3,3,2,3,1,2,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,2002,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,1,1,3,2,2,5,3,1,2,3,1,3,3,3,4,2,3,4,4,4,5,3,3,4,2,3,3,5,3,4,3,2,1,1,2,3,4,4,2,3,4,1,3,4,2,2,4,3,4,4,3,2,2,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,2002,Baden-Württemberg,Beamtin / Beamter,mehrmals im Monat,2,1,1,2,1,3,2,2,2,2,3,4,2,4,2,4,1,1,1,5,4,2,5,1,3,4,2,4,2,4,4,1,1,4,3,1,1,2,1,3,4,1,4,1,2,5,3,1,1,3,3,1,2,2,5,100,[],{},The data row meets all plausibility rules with no violations.
maennlich,2002,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,3,1,1,3,3,3,3,1,4,3,2,4,4,3,2,2,1,1,4,1,3,1,3,5,3,2,2,2,3,3,2,3,1,1,2,2,2,4,3,2,5,1,2,2,5,1,3,4,3,2,4,5,3,1,90,"[""rule_003"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich', as it should not be 'unbekannt'."", ""rule_008"": ""There is a high preference for alcoholic beer (5) alongside a preference for alcohol-free beer (2), which is inconsistent.""}","The data row has minor inconsistencies regarding gender and occupation, as well as preferences for alcoholic and alcohol-free beers."
weiblich,keine Angabe,Baden-Württemberg,Angestellte / Angestellter,seltener als einmal pro Monat,2,3,1,1,2,2,2,3,3,4,2,2,4,4,4,5,3,1,1,4,4,5,4,1,5,2,3,5,2,2,2,5,3,2,2,1,4,3,5,3,2,5,2,3,3,4,2,3,1,5,1,1,3,2,2,100,[],{},The data row meets all plausibility rules with no violations.
weiblich,2000,Baden-Württemberg,Studentin / Student,seltener als einmal pro Monat,3,3,1,1,2,3,2,5,2,3,1,1,4,5,4,3,3,4,4,5,3,3,1,3,3,3,4,4,2,3,4,2,3,1,1,3,1,1,2,2,2,3,1,3,3,5,2,4,4,4,1,3,4,2,1,90,"[""rule_003"", ""rule_006"", ""rule_007"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'."", ""rule_006"": ""The involvement in the role (2) is greater than the importance of the role (1), which is inconsistent."", ""rule_007"": ""The importance on health (5) is high, but the importance on alcohol avoidance (4) is not sufficiently high, leading to a violation."", ""rule_008"": ""The preference for alcoholic beer (5) is high while the preference for alcohol-free beer (2) is low, which is inconsistent.""}","The data row has multiple inconsistencies regarding occupation, involvement, health importance, and alcohol preferences."
weiblich,2004,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,1,1,2,3,2,1,3,4,2,1,3,4,2,3,3,1,1,5,4,3,4,2,2,4,2,3,5,4,4,5,1,1,1,3,1,1,1,3,1,5,3,2,2,3,2,3,5,2,2,2,4,2,4,100,[],{},The data row meets all plausibility rules with no violations.
maennlich,1996,Bayern,keine Angabe,mehrmals im Monat,2,3,2,3,3,1,3,2,5,3,3,5,3,4,3,3,2,2,1,4,2,3,3,2,2,3,2,4,4,3,5,1,4,2,5,1,2,5,4,1,2,1,1,2,1,4,1,1,4,3,1,1,3,2,2,100,[],{},The data row meets all plausibility rules without any violations.
unbekannt,2004,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,1,1,1,2,2,1,4,5,4,3,1,2,1,4,1,2,2,2,3,4,3,2,2,1,3,2,3,3,3,4,3,3,1,2,3,5,5,4,4,5,2,3,2,5,2,3,3,3,2,2,3,2,3,90,"[""rule_003"", ""rule_008""]","{""rule_003"": ""The occupation 'Angestellte / Angestellter' is inconsistent with the gender 'unbekannt'."", ""rule_008"": ""There is a high preference for alcohol-free beer (4) and a high preference for alcoholic beer (5), which is inconsistent.""}","The data row contains inconsistencies between gender and occupation, as well as conflicting preferences for alcoholic and alcohol-free beers."
maennlich,keine Angabe,Baden-Württemberg,Angestellte / Angestellter,mehrmals pro Woche,2,3,2,1,1,2,2,5,2,4,3,4,1,1,1,4,3,5,1,3,5,4,2,1,2,2,3,1,3,3,4,3,3,1,1,1,1,3,4,4,1,3,2,5,1,3,2,4,3,1,1,5,2,2,3,100,[],{},The data row meets all specified plausibility rules.
maennlich,2004,Baden-Württemberg,Beamtin / Beamter,mehrmals im Monat,2,3,1,2,3,3,2,1,2,2,3,2,5,5,1,5,2,1,1,5,5,3,4,3,5,4,4,4,3,3,4,1,5,4,1,3,3,2,4,3,3,5,4,2,1,4,3,3,3,3,4,2,2,1,2,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,2001,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,2,1,1,3,3,3,5,2,3,1,3,1,5,1,5,1,5,2,5,1,3,3,2,4,5,3,2,4,3,4,5,2,1,1,1,1,3,2,1,1,4,3,2,1,5,3,2,4,2,2,1,4,2,1,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,1995,Baden-Württemberg,Studentin / Student,seltener als einmal pro Monat,3,3,1,2,1,3,2,2,2,4,1,1,5,4,2,5,3,1,5,5,4,2,3,3,2,3,2,4,3,3,4,4,5,1,1,2,1,1,5,3,4,5,1,4,4,5,2,5,2,4,3,3,2,1,4,90,"[""rule_003"", ""rule_006"", ""rule_007"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'."", ""rule_006"": ""The involvement in the role (2) is greater than the importance of the role (1), which is inconsistent."", ""rule_007"": ""The importance on health (4) is high, but the importance on alcohol avoidance (5) is also high, which is not a violation."", ""rule_008"": ""The preference for alcohol-free beer (4) and alcoholic beer (5) are both high, which is inconsistent.""}","The data row has multiple inconsistencies regarding occupation, involvement, and preferences."
maennlich,2004,Bayern,Studentin / Student,einmal pro Monat,2,3,2,2,1,3,3,5,5,1,4,2,2,3,4,5,2,1,1,4,3,4,4,4,5,2,4,2,5,2,2,3,3,1,2,1,1,5,1,1,2,4,1,1,3,5,3,5,5,3,1,3,4,1,3,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich', as it should correspond to 'Student'.""}",The data row has one violation related to gender and occupation consistency.
maennlich,2004,Nordrhein-Westfalen,keine Angabe,seltener als einmal pro Monat,2,3,2,3,2,3,2,4,1,5,2,2,2,2,3,4,2,2,3,5,3,4,3,3,2,4,1,3,3,3,4,2,5,1,3,1,1,1,3,3,2,5,3,1,4,5,2,3,3,3,1,3,3,2,1,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,1996,Baden-Württemberg,Studentin / Student,einmal pro Monat,2,3,1,2,3,3,2,5,2,3,5,2,1,1,1,2,1,2,4,5,4,2,3,1,3,3,3,2,2,2,3,1,4,1,3,1,1,2,3,3,2,5,1,2,1,4,2,3,3,3,2,2,2,2,2,90,"[""rule_003"", ""rule_007"", ""rule_010""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'."", ""rule_007"": ""The importance of health is rated low (1) while the importance of alcohol avoidance is rated high (4), indicating inconsistency."", ""rule_010"": ""The influence of taste (5) is not rated higher than the influence of price (2) or packaging design (3), which violates the consistency requirement.""}","The data row has multiple inconsistencies regarding gender and occupation, health importance, and taste influence."
weiblich,2001,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,1,2,3,3,2,2,4,4,1,3,4,3,2,4,3,2,1,4,4,4,3,2,5,3,2,5,2,2,4,2,3,1,1,2,2,3,4,3,2,2,1,3,2,2,2,4,3,3,2,3,2,1,3,100,[],{},The data row meets all plausibility rules without any violations.
unbekannt,2000,Baden-Württemberg,Beamtin / Beamter,täglich,2,3,1,1,3,2,2,2,2,2,4,1,4,5,1,5,3,2,1,4,3,4,5,2,5,2,5,3,2,4,5,1,5,3,2,1,1,1,4,2,1,1,1,2,1,3,2,3,3,3,2,2,1,2,1,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Beamtin / Beamter' should not have a gender of 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
maennlich,2001,Baden-Württemberg,keine Angabe,einmal pro Monat,2,2,1,2,1,3,2,3,2,3,2,3,4,4,1,5,3,1,3,4,5,5,4,3,3,4,1,1,3,4,4,2,5,1,1,3,4,1,4,2,2,1,2,2,5,3,1,5,3,5,1,2,2,1,4,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,1999,Bayern,keine Angabe,einmal pro Monat,2,3,1,1,2,3,2,3,4,3,4,4,1,3,4,4,3,2,1,4,4,3,2,2,4,2,3,1,3,3,3,3,3,1,3,2,5,2,2,5,1,5,2,3,2,4,2,3,1,3,1,4,1,3,4,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,1999,Baden-Württemberg,Studentin / Student,einmal pro Monat,1,3,1,1,2,3,2,1,3,4,1,3,1,4,4,4,3,1,2,3,2,4,3,1,3,5,3,4,2,3,3,1,5,2,1,1,1,1,1,3,4,4,1,5,1,4,2,2,1,1,1,1,2,1,3,90,"[""rule_003"", ""rule_006"", ""rule_007"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'."", ""rule_006"": ""The involvement in the role (3) is greater than the importance of the role (1), which is inconsistent."", ""rule_007"": ""The importance on health (4) is high, but the importance on alcohol avoidance (2) is low, indicating a violation."", ""rule_008"": ""There is a high preference for alcoholic beer (4) while having a low preference for alcohol-free beer (1), which is inconsistent.""}","The data row has multiple inconsistencies related to occupation, involvement, health importance, and beverage preferences."
weiblich,2006,Bayern,Schülerin / Schüler,mehrmals pro Woche,2,3,2,1,3,3,2,4,2,4,2,3,1,2,3,4,2,1,4,5,3,4,5,3,5,5,3,2,2,3,3,2,4,3,1,1,1,1,4,2,5,5,4,2,2,5,3,5,3,4,1,2,1,1,3,90,"[""rule_001"", ""rule_007""]","{""rule_001"": ""The age is 2006, which indicates the person is 17 years old, but the occupation 'Sch\u00fclerin / Sch\u00fcler' is typically associated with school age, which is consistent. No violation here."", ""rule_007"": ""The importance of health is rated 2, while the importance of alcohol avoidance is rated 4, indicating inconsistency.""}",The data row has minor inconsistencies regarding health importance and alcohol avoidance.
weiblich,keine Angabe,Nordrhein-Westfalen,keine Angabe,mehrmals pro Woche,2,3,2,3,3,2,2,3,2,5,2,3,1,4,3,3,2,5,1,4,2,2,4,3,2,1,2,3,4,3,4,1,5,1,1,3,1,1,1,4,2,3,2,2,2,2,1,5,5,3,1,2,4,2,3,100,[],{},The data row meets all plausibility rules with no violations.
maennlich,keine Angabe,Baden-Württemberg,Angestellte / Angestellter,mehrmals pro Woche,3,1,2,1,2,2,2,2,4,5,2,3,1,2,3,4,3,3,1,5,5,3,1,3,2,2,4,4,2,3,5,4,4,1,1,1,1,3,5,1,1,5,4,1,4,3,2,3,2,3,1,2,2,2,5,100,[],{},The data row meets all plausibility rules without any violations.
